0,1,2,3,4,5,6,7,8,9
,,,,,,,,,
3651.0,25024.0,32031.0,27649.0,2151.0,55714.0,,,,
5280.0,38658.0,21619.0,56193.0,43746.0,24186.0,28104.0,45190.0,36015.0,
10691.0,57368.0,51495.0,8937.0,35749.0,36189.0,,,,
46658.0,31795.0,41538.0,52704.0,27970.0,57282.0,51701.0,36603.0,,
22502.0,1732.0,11683.0,8565.0,11342.0,45535.0,56513.0,36825.0,,
31146.0,9420.0,11896.0,22502.0,43325.0,15219.0,,,,
36802.0,19589.0,3460.0,11584.0,,,,,,
24338.0,7478.0,11351.0,25035.0,19134.0,56993.0,55049.0,,,
57067.0,11293.0,19830.0,48143.0,4994.0,37413.0,13268.0,3961.0,,
47075.0,54188.0,36498.0,52241.0,999.0,52067.0,22567.0,,,
49722.0,37508.0,,,,,,,,
2643.0,50619.0,52194.0,,,,,,,
21310.0,53129.0,7220.0,241.0,26963.0,28335.0,57925.0,47482.0,26640.0,
49886.0,34995.0,278.0,28286.0,41277.0,53775.0,57523.0,51002.0,,
17352.0,10400.0,21345.0,6849.0,,,,,,
23144.0,1037.0,51166.0,44979.0,47499.0,51927.0,21345.0,,,
51210.0,52856.0,55674.0,50682.0,18480.0,48800.0,21429.0,36567.0,28659.0,59275.0
19261.0,43598.0,33503.0,24733.0,11076.0,9816.0,6075.0,,,
58004.0,,,,,,,,,
51124.0,1552.0,14248.0,17581.0,10154.0,18549.0,,,,
24717.0,31763.0,56179.0,49084.0,,,,,,
47347.0,12154.0,,,,,,,,
7833.0,30270.0,40607.0,,,,,,,
,,,,,,,,,
22378.0,42820.0,28790.0,26769.0,4707.0,37483.0,,,,
3277.0,38571.0,24468.0,,,,,,,
11612.0,26403.0,7768.0,,,,,,,
23360.0,1491.0,54501.0,26011.0,44028.0,40872.0,18579.0,,,
11059.0,48770.0,15452.0,1692.0,908.0,26560.0,34269.0,6676.0,,
53692.0,,,,,,,,,
25722.0,22570.0,35370.0,39789.0,19125.0,59738.0,45433.0,7302.0,,
53311.0,45953.0,45013.0,19468.0,51699.0,15198.0,22095.0,,,
52997.0,16328.0,51598.0,37450.0,30168.0,35708.0,56260.0,18514.0,,
44110.0,7159.0,14248.0,23236.0,36519.0,7152.0,23539.0,16920.0,,
,,,,,,,,,
51140.0,18286.0,38272.0,10776.0,46230.0,37735.0,,,,
15618.0,33742.0,56228.0,32071.0,7903.0,54.0,17564.0,,,
59692.0,34461.0,43278.0,42586.0,10065.0,51195.0,45108.0,,,
5032.0,5257.0,39804.0,28355.0,2017.0,59042.0,,,,
58330.0,18626.0,4566.0,49470.0,34611.0,,,,,
48108.0,57834.0,7310.0,58820.0,47302.0,12507.0,,,,
13.0,29397.0,4702.0,4697.0,4726.0,4722.0,55549.0,29396.0,,
51.0,33210.0,,,,,,,,
16907.0,40874.0,13024.0,20371.0,32548.0,21104.0,26653.0,,,
3993.0,742.0,31803.0,12526.0,,,,,,
,,,,,,,,,
6171.0,25355.0,4852.0,705.0,37562.0,,,,,
58230.0,38752.0,15241.0,33656.0,32982.0,,,,,
34758.0,47206.0,2045.0,23665.0,,,,,,
53361.0,28907.0,3196.0,30063.0,30935.0,11542.0,,,,
53411.0,26592.0,16821.0,53384.0,2624.0,14169.0,42773.0,13541.0,,
39804.0,26465.0,26413.0,45032.0,41754.0,52431.0,33200.0,8778.0,,
23899.0,17839.0,33441.0,15301.0,,,,,,
58534.0,18231.0,38969.0,20729.0,13508.0,43386.0,17320.0,29570.0,2976.0,
51833.0,38502.0,37070.0,4013.0,39284.0,6800.0,48974.0,,,
34894.0,38952.0,53462.0,27003.0,31614.0,21070.0,49407.0,42394.0,,
7853.0,42017.0,5324.0,,,,,,,
15561.0,7622.0,,,,,,,,
5823.0,25850.0,3673.0,42482.0,51034.0,41158.0,28735.0,52123.0,4482.0,
41773.0,29468.0,5657.0,47319.0,40436.0,992.0,42083.0,13710.0,,
52564.0,3977.0,4531.0,,,,,,,
48612.0,53356.0,30665.0,264.0,28000.0,32455.0,17558.0,59487.0,,
,,,,,,,,,
26607.0,53433.0,5726.0,43521.0,57624.0,,,,,
48199.0,17284.0,48911.0,29803.0,8822.0,30485.0,,,,
3710.0,19707.0,18992.0,21977.0,17470.0,,,,,
3175.0,22840.0,19418.0,24744.0,51117.0,26929.0,32793.0,30493.0,,
41195.0,18261.0,,,,,,,,
5916.0,6636.0,,,,,,,,
32647.0,30349.0,19898.0,51407.0,39492.0,,,,,
2709.0,27479.0,30745.0,9699.0,57523.0,25589.0,10625.0,,,
11507.0,48949.0,58859.0,37938.0,12810.0,13747.0,20972.0,57278.0,22860.0,
39268.0,44508.0,20571.0,48944.0,36177.0,3901.0,,,,
13600.0,59488.0,49608.0,52083.0,12387.0,,,,,
16693.0,58916.0,5742.0,18549.0,39971.0,,,,,
23891.0,29690.0,43807.0,19262.0,47859.0,40895.0,,,,
48267.0,27638.0,,,,,,,,
8608.0,27499.0,26442.0,46499.0,52493.0,14797.0,41443.0,13435.0,,
55176.0,42252.0,31411.0,45406.0,,,,,,
55619.0,42094.0,,,,,,,,
50692.0,9724.0,39176.0,52962.0,32544.0,,,,,
6345.0,13956.0,17013.0,22548.0,57789.0,25432.0,6949.0,,,
28207.0,5630.0,25299.0,13676.0,,,,,,
22278.0,45989.0,55232.0,44959.0,27156.0,17988.0,,,,
8882.0,45989.0,8054.0,20798.0,32942.0,39708.0,,,,
46145.0,710.0,17817.0,55425.0,53852.0,42812.0,8166.0,16591.0,,
47365.0,,,,,,,,,
35308.0,13011.0,30736.0,57523.0,26700.0,5366.0,23484.0,43291.0,,
41788.0,38923.0,37942.0,31943.0,34108.0,56457.0,19213.0,28428.0,,
57523.0,278.0,49886.0,54021.0,35287.0,19262.0,8322.0,56001.0,3933.0,
48752.0,48664.0,44210.0,58597.0,31873.0,13290.0,31638.0,25677.0,,
13.0,29397.0,4702.0,4697.0,4726.0,4722.0,55549.0,29396.0,,
27531.0,32269.0,55990.0,3110.0,50549.0,,,,,
5069.0,15494.0,11210.0,44399.0,2389.0,,,,,
21989.0,10143.0,38230.0,46864.0,13887.0,28614.0,58326.0,,,
56191.0,59464.0,41330.0,25295.0,,,,,,
34012.0,6901.0,5944.0,46219.0,8026.0,49632.0,31493.0,,,
4500.0,16511.0,7766.0,,,,,,,
278.0,18008.0,51771.0,50579.0,22141.0,18565.0,2133.0,,,
598.0,50781.0,,,,,,,,
18854.0,28618.0,20412.0,13582.0,52509.0,46679.0,,,,
,,,,,,,,,
19148.0,20878.0,44755.0,43793.0,32125.0,52388.0,12751.0,,,
29517.0,3777.0,10287.0,10892.0,51816.0,42370.0,21008.0,33889.0,,
33412.0,58749.0,33023.0,19096.0,17851.0,56795.0,56002.0,27444.0,15465.0,
53730.0,13104.0,9991.0,,,,,,,
1789.0,57966.0,45346.0,27543.0,13948.0,,,,,
58858.0,16153.0,34629.0,49752.0,33455.0,21356.0,,,,
6816.0,18993.0,23865.0,58954.0,13110.0,23103.0,,,,
28546.0,59.0,21361.0,36088.0,,,,,,
33872.0,12322.0,43633.0,36445.0,8811.0,12650.0,,,,
6548.0,15295.0,32007.0,47242.0,43407.0,58527.0,39048.0,,,
33428.0,41436.0,,,,,,,,
10214.0,30185.0,10466.0,31191.0,30045.0,42331.0,,,,
42509.0,34328.0,31373.0,,,,,,,
21474.0,12264.0,18586.0,47872.0,28444.0,8867.0,55277.0,5584.0,,
34554.0,51194.0,4125.0,33816.0,18434.0,10572.0,,,,
30299.0,53750.0,10642.0,45283.0,2236.0,53591.0,,,,
36371.0,,,,,,,,,
2976.0,26482.0,8366.0,45671.0,22742.0,40256.0,43475.0,57842.0,43001.0,
20043.0,20670.0,52074.0,36997.0,,,,,,
19510.0,19203.0,18611.0,,,,,,,
25981.0,33793.0,29991.0,46728.0,51499.0,30340.0,9781.0,,,
